vote,education,age
stay,5.0,36
stay,5.0,34
leave,2.0,32
leave,3.0,34
leave,4.0,32
stay,5.0,62
don't know,4.0,68
stay,3.0,62
leave,4.0,36
leave,4.0,37
stay,5.0,59
stay,4.0,62
don't know,2.0,57
stay,4.0,38
leave,3.0,65
leave,4.0,61
stay,2.0,41
don't know,,62
don't know,4.0,22
don't know,2.0,43
stay,2.0,57
stay,4.0,24
stay,,42
leave,4.0,42
stay,,65
stay,,49
leave,4.0,60
don't know,1.0,75
stay,4.0,70
stay,4.0,65
leave,3.0,60
leave,3.0,23
stay,3.0,62
stay,3.0,36
leave,4.0,67
don't know,3.0,59
stay,4.0,60
don't know,,61
leave,3.0,49
stay,3.0,24
don't know,,68
stay,3.0,66
leave,4.0,54
stay,,57
leave,3.0,37
stay,,65
leave,4.0,54
stay,3.0,47
stay,,40
stay,4.0,23
stay,,22
leave,4.0,77
leave,4.0,64
stay,4.0,64
stay,4.0,67
stay,4.0,39
stay,4.0,33
stay,3.0,69
leave,4.0,62
don't know,3.0,21
stay,4.0,58
stay,4.0,42
stay,4.0,30
stay,4.0,21
don't know,2.0,60
leave,4.0,68
stay,4.0,71
stay,4.0,45
leave,,64
stay,,50
leave,5.0,42
leave,4.0,22
leave,1.0,44
stay,,49
stay,,67
leave,4.0,46
stay,,60
stay,4.0,61
stay,,26
stay,3.0,68
don't know,4.0,50
stay,4.0,72
leave,2.0,40
leave,4.0,62
don't know,,71
stay,4.0,63
stay,3.0,55
stay,3.0,70
stay,2.0,56
don't know,5.0,36
stay,3.0,42
stay,,48
leave,3.0,55
stay,2.0,62
don't know,2.0,50
leave,,39
stay,5.0,23
leave,4.0,24
leave,4.0,26
don't know,2.0,50
leave,2.0,77
don't know,3.0,32
stay,3.0,22
stay,4.0,60
stay,4.0,68
stay,5.0,42
leave,1.0,71
stay,4.0,35
stay,3.0,50
leave,4.0,64
leave,2.0,58
stay,2.0,64
stay,5.0,53
leave,5.0,46
stay,4.0,67
stay,4.0,54
stay,4.0,62
leave,,30
stay,5.0,43
stay,4.0,46
stay,3.0,71
don't know,2.0,58
leave,5.0,30
leave,5.0,32
leave,4.0,70
stay,5.0,26
leave,2.0,60
leave,,60
leave,3.0,66
leave,4.0,30
won't vote,,33
leave,3.0,56
stay,5.0,70
stay,4.0,59
leave,4.0,38
don't know,4.0,70
stay,4.0,56
stay,4.0,66
stay,3.0,48
stay,4.0,27
stay,4.0,48
don't know,4.0,29
stay,3.0,39
stay,5.0,44
don't know,2.0,49
stay,4.0,24
leave,1.0,66
leave,3.0,63
stay,2.0,50
stay,4.0,55
stay,5.0,23
stay,4.0,70
leave,4.0,34
stay,2.0,30
stay,4.0,32
stay,5.0,57
stay,5.0,35
stay,2.0,69
leave,4.0,67
stay,3.0,59
stay,1.0,81
stay,4.0,37
stay,2.0,54
won't vote,,21
leave,3.0,58
stay,3.0,58
stay,2.0,50
don't know,2.0,44
stay,3.0,29
leave,3.0,51
leave,3.0,66
leave,2.0,35
don't know,5.0,33
stay,4.0,24
leave,3.0,43
leave,4.0,41
stay,5.0,48
leave,1.0,67
leave,4.0,55
leave,4.0,39
don't know,2.0,48
don't know,4.0,28
leave,,61
stay,4.0,22
stay,2.0,41
leave,1.0,56
leave,3.0,42
leave,2.0,46
leave,3.0,67
leave,,60
stay,1.0,62
stay,5.0,68
won't vote,3.0,36
leave,4.0,66
leave,2.0,57
don't know,2.0,43
stay,3.0,20
stay,4.0,57
leave,2.0,61
stay,3.0,72
leave,4.0,48
stay,,46
leave,5.0,70
leave,4.0,67
stay,4.0,62
stay,3.0,54
leave,2.0,35
stay,3.0,20
leave,,49
leave,3.0,37
stay,4.0,29
leave,3.0,73
stay,4.0,29
stay,4.0,34
leave,1.0,73
stay,3.0,23
stay,,57
leave,2.0,63
stay,3.0,23
stay,3.0,62
leave,3.0,40
leave,4.0,46
don't know,4.0,65
leave,1.0,72
stay,4.0,35
don't know,5.0,39
stay,4.0,38
stay,4.0,50
don't know,4.0,29
stay,4.0,38
stay,3.0,22
don't know,2.0,38
leave,4.0,51
stay,4.0,25
leave,2.0,42
leave,3.0,30
stay,4.0,60
won't vote,1.0,73
stay,5.0,32
leave,3.0,55
leave,,76
stay,3.0,25
leave,2.0,62
stay,2.0,59
leave,4.0,63
leave,4.0,34
stay,3.0,37
stay,3.0,24
stay,5.0,34
stay,,58
leave,2.0,70
don't know,5.0,30
stay,4.0,36
stay,2.0,39
leave,3.0,76
leave,3.0,60
stay,4.0,25
stay,2.0,62
stay,4.0,31
leave,,49
stay,4.0,50
stay,4.0,46
stay,3.0,22
leave,3.0,41
don't know,3.0,72
leave,,64
stay,2.0,49
leave,,43
leave,4.0,55
stay,4.0,20
leave,4.0,21
leave,4.0,19
leave,2.0,63
leave,4.0,37
leave,2.0,66
stay,4.0,38
won't vote,4.0,45
leave,4.0,60
don't know,4.0,23
stay,4.0,24
stay,3.0,50
stay,3.0,44
leave,3.0,66
leave,4.0,30
stay,4.0,23
leave,2.0,63
leave,,74
stay,4.0,58
leave,2.0,69
stay,3.0,20
stay,5.0,35
stay,4.0,23
stay,4.0,25
stay,5.0,25
leave,1.0,71
leave,2.0,60
leave,,22
leave,2.0,31
won't vote,,24
stay,4.0,24
leave,2.0,30
stay,4.0,23
stay,4.0,51
stay,4.0,66
leave,1.0,73
leave,2.0,73
stay,1.0,66
leave,,59
leave,2.0,36
stay,,58
don't know,4.0,23
stay,4.0,36
don't know,4.0,47
leave,,40
stay,3.0,55
leave,4.0,52
stay,4.0,39
won't vote,2.0,52
leave,5.0,54
leave,2.0,56
stay,5.0,27
stay,4.0,26
stay,2.0,72
stay,2.0,45
don't know,,75
leave,4.0,60
leave,1.0,72
leave,3.0,46
stay,5.0,28
stay,5.0,59
leave,3.0,62
don't know,2.0,61
leave,3.0,41
leave,5.0,30
stay,1.0,23
stay,5.0,43
don't know,4.0,23
leave,2.0,65
stay,5.0,51
leave,4.0,68
stay,5.0,24
leave,3.0,63
stay,3.0,53
stay,4.0,29
leave,1.0,58
stay,4.0,25
stay,3.0,47
leave,,47
won't vote,3.0,47
stay,4.0,26
leave,4.0,80
don't know,4.0,24
leave,2.0,48
stay,4.0,23
don't know,3.0,35
leave,5.0,43
don't know,,42
don't know,3.0,23
leave,3.0,50
won't vote,2.0,35
leave,5.0,57
leave,1.0,63
stay,3.0,35
leave,3.0,47
stay,2.0,33
leave,4.0,25
stay,4.0,24
leave,2.0,45
won't vote,,24
leave,5.0,69
stay,4.0,51
leave,4.0,56
don't know,4.0,62
don't know,4.0,26
stay,5.0,44
stay,4.0,24
leave,2.0,61
stay,1.0,68
leave,4.0,40
leave,4.0,62
stay,4.0,57
stay,4.0,73
stay,4.0,24
leave,1.0,51
leave,4.0,54
stay,5.0,33
leave,3.0,20
won't vote,,36
stay,4.0,60
leave,1.0,58
stay,3.0,67
stay,1.0,64
leave,,62
leave,,64
stay,4.0,34
stay,5.0,67
stay,4.0,23
leave,1.0,74
stay,3.0,70
leave,1.0,36
stay,4.0,70
stay,4.0,24
stay,,60
stay,4.0,43
leave,3.0,48
leave,5.0,58
leave,4.0,67
stay,2.0,53
leave,4.0,37
stay,4.0,46
stay,3.0,65
stay,3.0,63
stay,3.0,28
don't know,1.0,33
stay,5.0,26
stay,5.0,28
stay,3.0,24
leave,3.0,69
leave,,32
don't know,4.0,26
stay,,32
don't know,4.0,61
stay,4.0,26
leave,1.0,67
stay,2.0,60
stay,3.0,44
stay,,80
don't know,5.0,57
leave,4.0,58
stay,3.0,59
stay,1.0,82
stay,4.0,27
don't know,3.0,38
stay,3.0,21
leave,4.0,61
stay,2.0,59
leave,4.0,52
leave,4.0,39
leave,4.0,41
leave,1.0,59
stay,4.0,65
stay,4.0,36
stay,3.0,52
stay,4.0,53
stay,4.0,24
leave,3.0,63
leave,,63
stay,3.0,22
won't vote,,20
don't know,3.0,38
stay,2.0,60
stay,4.0,70
don't know,4.0,31
leave,2.0,56
leave,2.0,51
leave,1.0,74
don't know,2.0,60
stay,4.0,65
stay,3.0,33
leave,3.0,60
stay,4.0,32
leave,3.0,27
stay,,34
stay,4.0,45
leave,4.0,75
stay,,51
won't vote,4.0,20
leave,3.0,67
don't know,4.0,29
leave,4.0,74
stay,1.0,65
leave,2.0,52
stay,4.0,55
leave,4.0,33
don't know,3.0,64
leave,3.0,58
stay,,68
stay,4.0,61
leave,2.0,57
stay,3.0,33
stay,3.0,21
don't know,,29
leave,2.0,69
won't vote,4.0,46
stay,5.0,50
leave,3.0,57
stay,1.0,30
stay,,26
leave,4.0,67
stay,1.0,70
stay,3.0,52
leave,4.0,50
leave,1.0,61
stay,5.0,24
stay,5.0,39
leave,1.0,66
stay,5.0,23
stay,1.0,37
stay,4.0,56
leave,2.0,39
leave,1.0,66
stay,4.0,21
leave,4.0,24
leave,4.0,51
leave,4.0,64
leave,4.0,40
stay,4.0,72
stay,4.0,67
leave,2.0,61
stay,2.0,71
leave,2.0,55
stay,5.0,64
stay,,65
stay,1.0,63
don't know,5.0,63
leave,4.0,25
leave,,66
don't know,2.0,32
stay,3.0,58
won't vote,,70
stay,5.0,54
stay,,36
leave,3.0,59
stay,4.0,45
leave,1.0,67
leave,4.0,70
stay,4.0,38
stay,3.0,65
leave,4.0,22
stay,2.0,35
leave,3.0,36
stay,4.0,36
stay,4.0,40
stay,2.0,20
stay,4.0,41
stay,5.0,70
stay,2.0,58
stay,1.0,39
leave,4.0,52
stay,4.0,60
leave,2.0,62
leave,1.0,71
don't know,4.0,51
don't know,4.0,42
stay,4.0,58
stay,5.0,25
stay,5.0,45
leave,5.0,54
leave,,25
leave,4.0,25
leave,4.0,38
leave,4.0,54
stay,4.0,20
don't know,3.0,39
stay,5.0,68
stay,4.0,46
stay,3.0,55
stay,4.0,25
stay,4.0,64
stay,4.0,33
leave,2.0,71
leave,5.0,63
don't know,3.0,42
stay,4.0,27
stay,,39
stay,4.0,50
won't vote,2.0,21
leave,3.0,23
stay,5.0,45
stay,3.0,71
stay,4.0,31
leave,5.0,64
stay,,59
leave,2.0,47
leave,2.0,53
stay,4.0,37
stay,2.0,55
stay,5.0,31
leave,3.0,54
leave,4.0,22
stay,5.0,70
stay,4.0,36
don't know,3.0,61
leave,1.0,75
stay,4.0,39
don't know,2.0,38
don't know,5.0,43
stay,,54
stay,,65
stay,,50
stay,4.0,33
stay,2.0,48
stay,4.0,44
leave,4.0,58
leave,4.0,31
leave,4.0,49
stay,4.0,27
stay,4.0,55
stay,3.0,27
leave,1.0,36
leave,2.0,25
stay,2.0,44
stay,2.0,44
leave,4.0,46
stay,5.0,43
stay,5.0,58
stay,3.0,20
leave,2.0,69
leave,2.0,70
stay,5.0,62
stay,4.0,47
leave,2.0,70
leave,4.0,65
leave,4.0,62
stay,,38
leave,2.0,58
stay,4.0,34
stay,5.0,25
leave,4.0,70
leave,2.0,63
leave,2.0,57
stay,4.0,55
won't vote,4.0,39
leave,5.0,63
leave,,74
leave,2.0,31
leave,4.0,26
stay,4.0,22
stay,5.0,38
don't know,5.0,46
stay,4.0,28
stay,,22
stay,4.0,51
stay,4.0,26
leave,2.0,53
stay,4.0,35
stay,4.0,68
stay,4.0,33
leave,4.0,48
stay,5.0,61
leave,1.0,62
stay,4.0,73
leave,3.0,63
leave,2.0,41
stay,4.0,22
leave,,54
stay,3.0,77
leave,,63
won't vote,3.0,23
stay,2.0,69
leave,3.0,59
leave,2.0,57
stay,4.0,36
stay,1.0,44
leave,3.0,50
leave,2.0,62
leave,,72
leave,1.0,72
leave,4.0,60
leave,1.0,68
leave,2.0,43
leave,3.0,49
don't know,3.0,44
leave,2.0,68
don't know,2.0,58
leave,3.0,70
leave,,68
leave,1.0,57
leave,2.0,61
stay,5.0,45
stay,3.0,41
stay,4.0,36
stay,3.0,20
leave,,58
leave,1.0,65
stay,4.0,62
stay,2.0,50
leave,,51
stay,3.0,23
stay,5.0,36
stay,4.0,23
stay,4.0,39
stay,4.0,34
stay,4.0,60
leave,3.0,54
leave,1.0,60
stay,4.0,40
leave,4.0,58
stay,5.0,29
stay,3.0,30
stay,,49
stay,3.0,18
leave,4.0,62
leave,3.0,69
leave,,32
stay,4.0,24
leave,4.0,52
stay,4.0,26
leave,,64
stay,,22
don't know,4.0,51
leave,5.0,39
don't know,4.0,43
leave,4.0,25
leave,4.0,58
leave,4.0,27
leave,1.0,38
leave,4.0,58
stay,2.0,38
leave,4.0,61
leave,4.0,28
stay,4.0,47
stay,4.0,39
leave,3.0,50
stay,4.0,56
leave,5.0,56
stay,3.0,67
leave,1.0,66
stay,4.0,33
stay,3.0,20
stay,4.0,32
stay,3.0,54
don't know,2.0,72
leave,,73
stay,3.0,59
leave,3.0,72
stay,3.0,30
stay,2.0,63
don't know,,36
stay,1.0,73
stay,4.0,85
won't vote,,26
leave,2.0,62
stay,4.0,47
stay,5.0,32
don't know,4.0,61
stay,2.0,44
stay,4.0,33
leave,2.0,24
stay,4.0,55
leave,3.0,58
leave,1.0,72
stay,,73
leave,4.0,66
don't know,2.0,57
stay,,41
stay,5.0,26
stay,1.0,75
leave,3.0,58
stay,4.0,60
leave,4.0,57
leave,1.0,81
stay,4.0,60
leave,3.0,35
leave,5.0,69
leave,5.0,70
leave,,55
don't know,2.0,66
leave,5.0,46
leave,,49
don't know,4.0,37
stay,1.0,69
stay,,26
leave,2.0,59
stay,3.0,63
leave,3.0,65
leave,3.0,19
stay,4.0,43
don't know,4.0,25
leave,5.0,44
stay,1.0,28
stay,4.0,42
leave,3.0,73
leave,4.0,46
don't know,,34
don't know,,34
leave,1.0,69
leave,4.0,58
stay,4.0,54
stay,2.0,25
stay,3.0,22
stay,2.0,66
leave,2.0,52
leave,2.0,67
don't know,4.0,22
stay,,22
stay,,27
stay,3.0,51
stay,4.0,23
stay,3.0,27
stay,4.0,45
don't know,4.0,34
leave,3.0,74
stay,,47
leave,4.0,59
leave,4.0,63
stay,4.0,35
leave,,25
stay,3.0,67
stay,2.0,67
leave,1.0,72
leave,4.0,56
stay,4.0,36
stay,2.0,23
stay,4.0,58
leave,3.0,23
stay,4.0,49
stay,4.0,52
stay,1.0,38
stay,1.0,69
leave,4.0,54
leave,2.0,78
won't vote,,34
leave,1.0,77
leave,4.0,73
stay,4.0,24
stay,4.0,24
leave,2.0,55
leave,,62
stay,4.0,22
leave,,66
don't know,2.0,45
stay,3.0,32
don't know,2.0,53
stay,5.0,28
stay,5.0,45
stay,4.0,64
stay,4.0,61
stay,4.0,29
leave,,71
don't know,3.0,20
stay,4.0,43
stay,3.0,58
leave,5.0,39
stay,3.0,37
won't vote,2.0,35
stay,2.0,40
leave,3.0,52
stay,4.0,24
stay,,26
leave,4.0,39
stay,4.0,24
stay,4.0,58
stay,4.0,53
leave,2.0,64
stay,4.0,58
stay,4.0,23
stay,4.0,26
leave,1.0,80
stay,5.0,27
stay,4.0,47
stay,3.0,20
stay,5.0,72
leave,2.0,59
leave,4.0,56
leave,4.0,75
don't know,4.0,41
don't know,4.0,53
don't know,4.0,36
leave,4.0,43
leave,3.0,56
leave,3.0,60
stay,4.0,22
leave,2.0,70
leave,2.0,56
stay,4.0,32
don't know,2.0,67
don't know,4.0,24
leave,3.0,59
stay,5.0,60
leave,2.0,38
stay,,45
don't know,4.0,36
don't know,3.0,47
stay,2.0,38
leave,5.0,72
stay,5.0,33
stay,4.0,22
stay,4.0,57
stay,3.0,64
stay,4.0,78
stay,5.0,30
stay,,72
stay,3.0,26
stay,3.0,66
stay,5.0,24
stay,4.0,27
stay,3.0,50
stay,4.0,69
leave,3.0,60
leave,2.0,68
leave,4.0,78
stay,3.0,46
stay,3.0,19
leave,4.0,62
don't know,5.0,64
stay,5.0,60
stay,1.0,62
don't know,,38
stay,4.0,58
leave,4.0,51
leave,3.0,49
leave,3.0,61
stay,4.0,60
leave,,62
leave,4.0,62
stay,3.0,61
leave,2.0,67
leave,1.0,21
stay,3.0,25
stay,3.0,64
don't know,1.0,61
don't know,,62
leave,1.0,71
don't know,4.0,51
stay,3.0,52
stay,5.0,26
stay,,68
stay,2.0,59
stay,4.0,46
stay,4.0,36
don't know,4.0,24
leave,2.0,62
stay,4.0,51
stay,4.0,24
don't know,3.0,61
don't know,2.0,46
stay,5.0,76
won't vote,,32
stay,4.0,21
stay,4.0,59
stay,4.0,61
stay,5.0,51
leave,5.0,26
stay,4.0,24
stay,5.0,26
stay,4.0,39
stay,4.0,50
leave,3.0,70
stay,3.0,60
leave,4.0,65
leave,1.0,22
stay,3.0,34
stay,,59
leave,5.0,35
leave,2.0,37
leave,,56
stay,2.0,45
stay,1.0,36
stay,1.0,64
stay,4.0,65
leave,3.0,65
leave,2.0,73
won't vote,,22
stay,2.0,58
leave,5.0,29
leave,4.0,24
stay,5.0,44
stay,5.0,28
leave,4.0,63
stay,3.0,34
leave,4.0,47
stay,2.0,52
leave,4.0,25
leave,4.0,63
don't know,4.0,66
stay,2.0,47
leave,3.0,38
stay,4.0,49
leave,5.0,52
leave,4.0,41
leave,3.0,73
leave,4.0,69
leave,3.0,69
stay,4.0,61
stay,4.0,24
leave,,45
leave,4.0,64
stay,5.0,60
stay,1.0,60
stay,4.0,42
leave,,26
stay,4.0,35
stay,3.0,46
stay,3.0,60
leave,2.0,62
stay,4.0,36
leave,,27
leave,,65
stay,5.0,61
leave,3.0,32
leave,2.0,60
stay,2.0,72
stay,3.0,70
stay,3.0,59
stay,5.0,54
leave,3.0,24
leave,2.0,66
leave,3.0,70
stay,3.0,60
won't vote,4.0,26
leave,4.0,26
leave,1.0,63
stay,2.0,67
leave,1.0,69
leave,4.0,82
stay,,39
stay,4.0,84
leave,,64
leave,2.0,44
don't know,4.0,47
leave,4.0,30
stay,4.0,61
stay,4.0,54
don't know,2.0,58
leave,2.0,48
leave,2.0,68
don't know,3.0,67
leave,2.0,70
leave,,54
don't know,5.0,25
stay,2.0,66
stay,2.0,55
leave,4.0,71
stay,4.0,21
won't vote,,22
stay,4.0,66
leave,4.0,49
leave,1.0,73
stay,5.0,34
stay,2.0,23
leave,3.0,56
leave,1.0,52
stay,2.0,65
leave,1.0,61
leave,4.0,77
leave,3.0,49
stay,4.0,25
stay,3.0,27
stay,4.0,26
leave,4.0,24
leave,2.0,61
stay,4.0,33
leave,2.0,24
stay,4.0,65
stay,4.0,44
don't know,2.0,44
leave,4.0,59
leave,2.0,69
stay,2.0,70
stay,3.0,35
leave,3.0,27
stay,4.0,34
stay,2.0,51
leave,3.0,68
stay,2.0,60
stay,4.0,64
leave,4.0,22
leave,1.0,40
stay,4.0,37
leave,5.0,62
leave,3.0,60
stay,4.0,51
stay,4.0,21
stay,2.0,26
stay,3.0,19
stay,5.0,64
leave,2.0,65
leave,3.0,48
leave,5.0,70
leave,1.0,26
leave,4.0,69
stay,3.0,67
leave,2.0,59
stay,5.0,49
leave,3.0,50
don't know,5.0,48
leave,,65
leave,4.0,68
leave,4.0,46
stay,,22
leave,3.0,79
don't know,4.0,73
stay,4.0,23
leave,3.0,69
don't know,,25
leave,5.0,63
stay,2.0,68
leave,1.0,45
won't vote,4.0,38
leave,2.0,62
stay,3.0,58
stay,4.0,24
stay,4.0,56
stay,2.0,23
stay,4.0,24
leave,4.0,23
stay,,20
leave,2.0,64
stay,3.0,24
leave,2.0,47
leave,5.0,24
stay,5.0,32
leave,4.0,46
won't vote,1.0,50
stay,4.0,57
leave,,53
leave,,68
stay,1.0,55
stay,3.0,62
leave,2.0,53
don't know,3.0,37
stay,3.0,42
leave,,56
stay,5.0,30
leave,,67
leave,4.0,58
stay,4.0,61
stay,4.0,61
stay,2.0,45
stay,3.0,24
leave,3.0,46
leave,4.0,52
stay,2.0,59
leave,4.0,32
don't know,2.0,55
stay,2.0,21
leave,3.0,22
stay,4.0,43
don't know,3.0,52
stay,,66
leave,4.0,36
don't know,,26
leave,,44
leave,3.0,20
leave,3.0,24
leave,5.0,64
stay,2.0,54
stay,4.0,48
leave,1.0,65
stay,4.0,23
stay,5.0,26
stay,4.0,50
leave,,57
stay,2.0,31
leave,3.0,55
leave,3.0,59
stay,4.0,65
stay,4.0,58
stay,2.0,47
stay,5.0,36
leave,4.0,58
stay,3.0,41
stay,4.0,65
leave,2.0,48
leave,3.0,73
stay,3.0,22
stay,,54
leave,,26
leave,2.0,58
stay,2.0,48
leave,5.0,27
stay,4.0,65
leave,,60
don't know,4.0,55
leave,4.0,44
stay,2.0,52
don't know,1.0,79
leave,2.0,64
leave,2.0,42
stay,5.0,61
stay,4.0,35
leave,4.0,56
stay,4.0,42
stay,4.0,26
leave,2.0,42
stay,4.0,45
stay,5.0,32
don't know,3.0,58
leave,4.0,21
leave,,87
stay,4.0,23
stay,,32
stay,4.0,67
stay,4.0,64
stay,2.0,70
leave,5.0,59
stay,1.0,69
don't know,,27
leave,4.0,23
leave,,54
stay,5.0,27
stay,4.0,48
leave,2.0,57
leave,,59
leave,3.0,48
leave,2.0,56
won't vote,2.0,59
leave,2.0,57
stay,,57
don't know,2.0,64
leave,4.0,46
leave,,66
stay,4.0,65
leave,5.0,71
stay,3.0,56
leave,3.0,64
don't know,5.0,48
stay,,50
leave,3.0,26
stay,4.0,68
leave,4.0,30
stay,5.0,35
leave,3.0,49
leave,4.0,34
stay,4.0,46
don't know,3.0,36
stay,4.0,43
leave,,68
won't vote,4.0,33
leave,4.0,72
leave,3.0,59
stay,4.0,37
stay,4.0,36
leave,4.0,47
stay,3.0,20
leave,2.0,52
leave,3.0,61
leave,,46
stay,3.0,37
leave,5.0,36
stay,4.0,23
stay,,57
stay,4.0,65
stay,3.0,19
leave,2.0,52
leave,4.0,42
stay,4.0,38
stay,2.0,25
stay,4.0,44
stay,5.0,37
leave,4.0,26
stay,3.0,21
stay,1.0,22
leave,1.0,68
stay,4.0,40
stay,3.0,21
leave,4.0,54
stay,2.0,55
don't know,4.0,43
leave,2.0,61
stay,,51
leave,3.0,21
stay,,57
stay,4.0,39
leave,2.0,67
stay,5.0,24
leave,4.0,40
stay,,58
leave,4.0,71
stay,2.0,24
leave,3.0,66
stay,1.0,61
stay,,68
leave,1.0,47
leave,2.0,44
won't vote,,23
leave,,54
stay,2.0,46
stay,3.0,60
stay,2.0,40
leave,2.0,46
stay,1.0,58
stay,1.0,72
stay,4.0,39
leave,4.0,41
leave,,60
don't know,2.0,62
stay,5.0,26
stay,4.0,37
stay,3.0,56
won't vote,4.0,23
leave,4.0,74
leave,,70
leave,,51
stay,4.0,29
stay,2.0,60
leave,4.0,54
leave,,58
leave,2.0,42
leave,,64
leave,4.0,62
leave,1.0,73
leave,4.0,37
don't know,4.0,51
leave,3.0,76
stay,,62
stay,3.0,21
don't know,1.0,24
stay,,48
stay,5.0,50
leave,3.0,45
leave,3.0,61
leave,2.0,53
leave,3.0,60
leave,1.0,72
don't know,2.0,58
stay,4.0,25
leave,4.0,35
leave,1.0,41
leave,2.0,65
don't know,2.0,58
stay,4.0,29
stay,,52
leave,2.0,55
stay,4.0,57
leave,3.0,59
leave,4.0,54
leave,3.0,66
leave,3.0,63
stay,2.0,61
stay,4.0,65
leave,2.0,51
leave,3.0,54
leave,4.0,73
stay,2.0,19
leave,4.0,69
leave,4.0,52
stay,4.0,43
leave,3.0,61
stay,2.0,54
don't know,2.0,37
don't know,,25
stay,4.0,55
stay,4.0,26
leave,4.0,86
leave,2.0,21
stay,5.0,22
stay,4.0,54
stay,4.0,46
leave,2.0,72
stay,3.0,32
leave,2.0,56
leave,4.0,62
stay,3.0,45
stay,5.0,59
stay,4.0,58
leave,4.0,51
leave,2.0,65
leave,,75
don't know,3.0,43
stay,3.0,72
stay,4.0,58
leave,5.0,33
leave,4.0,30
stay,3.0,49
leave,4.0,36
stay,4.0,26
leave,2.0,62
don't know,4.0,53
stay,4.0,68
leave,,80
stay,3.0,57
stay,2.0,59
stay,3.0,52
leave,4.0,26
don't know,,32
leave,1.0,43
stay,4.0,64
leave,3.0,69
leave,4.0,59
stay,4.0,26
leave,2.0,59
stay,2.0,43
leave,1.0,27
stay,2.0,51
stay,4.0,32
stay,3.0,21
won't vote,,58
leave,2.0,51
leave,4.0,55
stay,5.0,53
stay,5.0,49
leave,4.0,36
stay,,34
stay,5.0,71
leave,,32
leave,,64
leave,1.0,87
leave,4.0,53
leave,2.0,49
leave,1.0,52
leave,4.0,58
stay,5.0,66
stay,5.0,26
leave,2.0,55
leave,3.0,26
don't know,5.0,51
don't know,2.0,70
stay,2.0,59
stay,5.0,56
stay,2.0,45
leave,2.0,77
stay,5.0,51
stay,5.0,44
leave,2.0,69
stay,5.0,51
stay,4.0,49
leave,3.0,65
stay,5.0,25
stay,2.0,46
don't know,4.0,21
leave,5.0,37
stay,2.0,56
stay,5.0,28
leave,1.0,65
stay,2.0,43
stay,3.0,65
stay,,26
leave,3.0,45
leave,4.0,24
stay,4.0,54
stay,,40
stay,1.0,69
stay,4.0,37
don't know,2.0,57
leave,,57
stay,4.0,34
stay,3.0,54
leave,2.0,53
stay,4.0,70
don't know,4.0,27
don't know,4.0,26
stay,2.0,53
leave,4.0,45
leave,3.0,59
leave,1.0,41
leave,5.0,28
leave,,62
stay,4.0,64
stay,4.0,59
won't vote,3.0,40
stay,3.0,21
leave,2.0,67
leave,3.0,57
leave,1.0,48
leave,,41
stay,2.0,35
stay,4.0,73
leave,,69
stay,4.0,33
stay,2.0,53
leave,1.0,50
stay,,60
stay,4.0,69
leave,5.0,33
stay,3.0,50
stay,4.0,25
leave,1.0,64
stay,3.0,48
stay,5.0,24
leave,3.0,65
stay,,37
don't know,4.0,28
leave,2.0,61
don't know,2.0,81
leave,2.0,60
leave,4.0,68
stay,2.0,39
stay,3.0,62
leave,,37
stay,2.0,26
stay,3.0,22
stay,5.0,26
stay,4.0,38
leave,4.0,72
leave,4.0,80
stay,2.0,44
leave,,70
stay,5.0,63
leave,4.0,62
stay,4.0,25
leave,3.0,44
stay,4.0,42
leave,4.0,59
leave,2.0,74
leave,3.0,75
leave,1.0,60
leave,5.0,76
leave,4.0,42
leave,4.0,54
stay,3.0,64
leave,2.0,70
leave,1.0,65
don't know,4.0,44
stay,4.0,65
stay,2.0,42
stay,2.0,23
stay,4.0,62
leave,2.0,66
stay,4.0,60
stay,3.0,23
leave,2.0,40
leave,4.0,67
leave,3.0,59
leave,2.0,64
stay,3.0,70
stay,3.0,60
stay,5.0,58
stay,3.0,60
leave,3.0,45
stay,2.0,59
leave,1.0,67
leave,2.0,69
stay,4.0,36
stay,2.0,63
stay,2.0,29
leave,4.0,38
leave,2.0,65
leave,4.0,70
stay,3.0,69
don't know,4.0,60
leave,5.0,59
stay,4.0,63
stay,2.0,71
leave,4.0,65
stay,5.0,69
leave,4.0,41
stay,4.0,35
leave,4.0,70
leave,4.0,81
leave,,23
leave,3.0,62
stay,4.0,73
stay,4.0,34
stay,5.0,58
leave,4.0,69
leave,,78
stay,4.0,56
stay,4.0,67
won't vote,3.0,37
leave,2.0,68
stay,3.0,73
don't know,4.0,35
don't know,3.0,24
stay,4.0,31
don't know,4.0,47
stay,2.0,20
stay,4.0,23
stay,4.0,67
leave,4.0,64
stay,4.0,33
leave,4.0,50
leave,3.0,61
leave,4.0,30
stay,4.0,63
leave,2.0,47
don't know,4.0,60
leave,4.0,59
leave,1.0,70
stay,2.0,62
stay,5.0,61
stay,5.0,24
leave,4.0,37
stay,4.0,25
stay,5.0,26
leave,2.0,43
stay,3.0,18
leave,,78
stay,3.0,53
stay,4.0,56
leave,5.0,64
stay,4.0,37
stay,2.0,52
leave,2.0,60
leave,3.0,46
leave,3.0,65
stay,3.0,18
leave,2.0,54
leave,,50
leave,3.0,44
stay,2.0,49
leave,3.0,70
stay,5.0,37
leave,3.0,21
stay,5.0,62
leave,2.0,68
stay,3.0,19
stay,4.0,20
stay,5.0,60
stay,,40
